"","Species","Mass_g","Binomial","GBIF_ID"
"1160","Dorcopsis atrata",2300,"Dorcopsis_atrata","2440144"
"1161","Dorcopsis hageni",5499.99,"Dorcopsis_hageni","2440138"
"1162","Dorcopsis luctuosa",4254.78,"Dorcopsis_luctuosa","2440145"
"1163","Dorcopsis muelleri",5000,"Dorcopsis_muelleri","2440139"
"1164","Dorcopsulus macleayi",2988,"Dorcopsulus_macleayi","2440204"
"1165","Dorcopsulus vanheurni",1890.36,"Dorcopsulus_vanheurni","2440203"
"1166","Dremomys everetti",129.78,"Dremomys_everetti","2437277"
"1167","Dremomys gularis",200.32,"Dremomys_gularis","4263959"
"1168","Dremomys lokriah",199.745,"Dremomys_lokriah","2437275"
"1169","Dremomys pernyi",198.63,"Dremomys_pernyi","2437276"
"1170","Dremomys pyrrhomerus",200.32,"Dremomys_pyrrhomerus","2437274"
"1171","Dremomys rufigenis",200.32,"Dremomys_rufigenis","2437278"
"1172","Dromiciops gliroides",27.5,"Dromiciops_gliroides","2433393"
"1173","Dryomys laniger",25.91,"Dryomys_laniger","2439686"
"1174","Dryomys nitedula",26,"Dryomys_nitedula","2439688"
"1175","Dugong dugon",360000,"Dugong_dugon","9729967"
"1176","Dusicyon australis",21083,"Dusicyon_australis","2434452"
"1177","Dyacopterus brooksi",83.05,"Dyacopterus_brooksi","4265615"
"1178","Dyacopterus spadiceus",85,"Dyacopterus_spadiceus","2432776"
"1179","Dymecodon pilirostris",15.46,"Dymecodon_pilirostris","2436223"
"1180","Echimys chrysurus",624.995,"Echimys_chrysurus","5219927"
"1181","Echimys saturnus",626.89,"Echimys_saturnus","5219924"
"1182","Echimys semivillosus",282.36,"Echimys_semivillosus","5219920"
"1183","Echinoprocta rufescens",831.79,"Echinoprocta_rufescens","2437596"
"1184","Echinops telfairi",166.125,"Echinops_telfairi","5218434"
"1185","Echinosorex gymnura",756.53,"Echinosorex_gymnura","2437114"
"1186","Echymipera clara",1204.61,"Echymipera_clara","2435323"
"1187","Echymipera davidi",817.05,"Echymipera_davidi","2435327"
"1188","Echymipera echinista",1204.61,"Echymipera_echinista","2435322"
"1189","Echymipera kalubu",737.58,"Echymipera_kalubu","2435317"
"1190","Echymipera rufescens",1150.74,"Echymipera_rufescens","2435324"
"1191","Ectophylla alba",5.55,"Ectophylla_alba","2433222"
"1192","Eidolon dupreanum",297.58,"Eidolon_dupreanum","2432850"
"1193","Eidolon helvum",280.43,"Eidolon_helvum","2432851"
"1194","Eira barbara",4134.99,"Eira_barbara","2433716"
"1195","Elaphodus cephalophus",33500,"Elaphodus_cephalophus","2440983"
"1196","Elaphurus davidianus",165989.17,"Elaphurus_davidianus","2440938"
"1197","Elasmodontomys obliquus",13700,"Elasmodontomys_obliquus","2439714"
"1198","Elephantulus brachyrhynchus",45.11,"Elephantulus_brachyrhynchus","2440856"
"1199","Elephantulus edwardii",49.85,"Elephantulus_edwardii","2440847"
"1200","Elephantulus fuscipes",57,"Elephantulus_fuscipes","2440843"
"1201","Elephantulus intufi",48.9,"Elephantulus_intufi","2440842"
"1202","Elephantulus myurus",61.985,"Elephantulus_myurus","2440855"
"1203","Elephantulus revoili",32.49,"Elephantulus_revoili","2440845"
"1204","Elephantulus rozeti",48,"Elephantulus_rozeti","2440839"
"1205","Elephantulus rufescens",55.5,"Elephantulus_rufescens","2440848"
"1206","Elephantulus rupestris",62.78,"Elephantulus_rupestris","2440844"
"1207","Elephas maximus",3220000,"Elephas_maximus","5219461"
"1208","Eligmodontia moreni",18,"Eligmodontia_moreni","5219751"
"1209","Eligmodontia morgani",16.5,"Eligmodontia_morgani","5219749"
"1210","Eligmodontia puerulus",19.45,"Eligmodontia_puerulus","5219752"
"1211","Eligmodontia typus",17.5,"Eligmodontia_typus","5219750"
"1212","Eliomys melanurus",114.61,"Eliomys_melanurus","2439684"
"1213","Eliomys munbyanus",114.61,"Eliomys_munbyanus","4262915"
"1214","Eliomys quercinus",114.61,"Eliomys_quercinus","2439683"
"1215","Eliurus ellermani",100,"Eliurus_ellermani","4263423"
"1216","Eliurus majori",100,"Eliurus_majori","2438529"
"1217","Eliurus minor",57.53,"Eliurus_minor","2438527"
"1218","Eliurus myoxinus",69.76,"Eliurus_myoxinus","2438525"
"1219","Eliurus penicillatus",100,"Eliurus_penicillatus","2438528"
"1220","Eliurus petteri",75,"Eliurus_petteri","4263422"
"1221","Eliurus tanala",89.99,"Eliurus_tanala","2438526"
"1222","Eliurus webbi",61.13,"Eliurus_webbi","2438524"
"1223","Ellobius fuscocapillus",80,"Ellobius_fuscocapillus","2438759"
"1224","Ellobius lutescens",80,"Ellobius_lutescens","2438762"
"1225","Ellobius talpinus",39,"Ellobius_talpinus","2438760"
"1226","Ellobius tancrei",39,"Ellobius_tancrei","2438758"
"1227","Emballonura alecto",5.25,"Emballonura_alecto","2433121"
"1228","Emballonura atrata",4.55,"Emballonura_atrata","2433125"
"1229","Emballonura beccarii",4.31,"Emballonura_beccarii","2433122"
"1230","Emballonura dianae",13.21,"Emballonura_dianae","2433120"
"1231","Emballonura furax",15.94,"Emballonura_furax","2433124"
"1232","Emballonura monticola",5,"Emballonura_monticola","2433130"
"1233","Emballonura raffrayana",5.61,"Emballonura_raffrayana","2433123"
"1234","Emballonura semicaudata",6.29,"Emballonura_semicaudata","2433126"
"1235","Enchisthenes hartii",16.99,"Enchisthenes_hartii","4265356"
"1236","Enhydra lutris",943.25,"Enhydra_lutris","2433670"
"1237","Eoglaucomys fimbriatus",510,"Eoglaucomys_fimbriatus","4264118"
"1238","Eolagurus luteus",26,"Eolagurus_luteus","2438165"
"1239","Eonycteris major",80.85,"Eonycteris_major","2432967"
"1240","Eonycteris robusta",78.36,"Eonycteris_robusta","4265634"
"1241","Eonycteris spelaea",55.15,"Eonycteris_spelaea","2432968"
"1242","Eospalax fontanierii",256.76,"Eospalax_fontanierii","4264687"
"1243","Eothenomys cachinus",19.59,"Eothenomys_cachinus","4265027"
"1244","Eothenomys melanogaster",19.59,"Eothenomys_melanogaster","2438894"
"1245","Eothenomys miletus",19.59,"Eothenomys_miletus","4265026"
"1246","Episoriculus caudatus",8.94,"Episoriculus_caudatus","2435883"
"1247","Episoriculus fumidus",6.95,"Episoriculus_fumidus","2435892"
"1248","Episoriculus leucops",9.35,"Episoriculus_leucops","2435888"
"1249","Epixerus ebii",460,"Epixerus_ebii","2437272"
"1250","Epomophorus angolensis",88.75,"Epomophorus_angolensis","2432786"
"1251","Epomophorus crypturus",87.52,"Epomophorus_crypturus","4265714"
"1252","Epomophorus gambianus",80,"Epomophorus_gambianus","2432790"
"1253","Epomophorus grandis",49.42,"Epomophorus_grandis","2432788"
"1254","Epomophorus labiatus",69.65,"Epomophorus_labiatus","2432791"
"1255","Epomophorus minor",57.205,"Epomophorus_minor","4265716"
"1256","Epomophorus wahlbergi",86.795,"Epomophorus_wahlbergi","2432787"
"1257","Epomops buettikoferi",135.67,"Epomops_buettikoferi","2432803"
"1258","Epomops dobsonii",122.08,"Epomops_dobsonii","2432801"
"1259","Epomops franqueti",118.99,"Epomops_franqueti","2432802"
"1260","Eptesicus andinus",9.2,"Eptesicus_andinus","4266016"
"1261","Eptesicus bobrinskoi",7.725,"Eptesicus_bobrinskoi","2432355"
"1262","Eptesicus bottae",15.66,"Eptesicus_bottae","2432346"
"1263","Eptesicus brasiliensis",9.2,"Eptesicus_brasiliensis","2432368"
"1264","Eptesicus chiriquinus",9.2,"Eptesicus_chiriquinus","4265994"
"1265","Eptesicus diminutus",5.99,"Eptesicus_diminutus","2432372"
"1266","Eptesicus dimissus",13.03,"Eptesicus_dimissus","4266017"
"1267","Eptesicus floweri",7.2,"Eptesicus_floweri","2432374"
"1268","Eptesicus furinalis",7.7,"Eptesicus_furinalis","2432362"
"1269","Eptesicus fuscus",17.195,"Eptesicus_fuscus","2432352"
"1270","Eptesicus gobiensis",13,"Eptesicus_gobiensis","7261813"
"1271","Eptesicus guadeloupensis",18.99,"Eptesicus_guadeloupensis","2432351"
"1272","Eptesicus hottentotus",30.33,"Eptesicus_hottentotus","2432363"
"1273","Eptesicus innoxius",7.49,"Eptesicus_innoxius","2432353"
"1274","Eptesicus japonensis",13,"Eptesicus_japonensis","4265974"
"1275","Eptesicus kobayashii",14.53,"Eptesicus_kobayashii","2432364"
"1276","Eptesicus matroka",6.57,"Eptesicus_matroka","4266014"
"1277","Eptesicus nasutus",7.91,"Eptesicus_nasutus","2432365"
"1278","Eptesicus nilssonii",13,"Eptesicus_nilssonii","7261816"
"1279","Eptesicus pachyotis",8.1,"Eptesicus_pachyotis","2432378"
"1280","Eptesicus platyops",18.2,"Eptesicus_platyops","2432367"
"1281","Eptesicus serotinus",18.2,"Eptesicus_serotinus","2432359"
"1282","Eptesicus tatei",13.65,"Eptesicus_tatei","2432361"
"1283","Equus asinus",171249.245,"Equus_asinus","2440891"
"1284","Equus caballus",250000,"Equus_caballus","2440886"
"1285","Equus grevyi",384000,"Equus_grevyi","2440894"
"1286","Equus hemionus",230000,"Equus_hemionus","2440893"
"1287","Equus kiang",262500,"Equus_kiang","2440887"
"1288","Equus quagga",280000,"Equus_burchellii","2440892"
"1289","Equus quagga",3e+05,"Equus_quagga","2440892"
"1290","Equus zebra",296000,"Equus_zebra","2440888"
"1291","Eremitalpa granti",22.8,"Eremitalpa_granti","2432155"
"1292","Eremodipus lichtensteini",51,"Eremodipus_lichtensteini","2439457"
"1293","Erethizon dorsatus",8009.73,"Erethizon_dorsata","6066824"
"1294","Erignathus barbatus",283333.33,"Erignathus_barbatus","2434816"
"1295","Erinaceus amurensis",774.475,"Erinaceus_amurensis","5219617"
"1296","Erinaceus concolor",771,"Erinaceus_concolor","5219624"
"1297","Erinaceus europaeus",777.95,"Erinaceus_europaeus","5219616"
"1298","Erinaceus roumanicus",771,"Erinaceus_roumanicus","5219618"
"1299","Erophylla bombifrons",16.1,"Erophylla_bombifrons","2433151"
"1300","Erophylla sezekorni",16.1,"Erophylla_sezekorni","2433150"
"1301","Erythrocebus patas",7660.5,"Erythrocebus_patas","2436548"
"1302","Eschrichtius robustus",27300000,"Eschrichtius_robustus","2440704"
"1303","Eubalaena australis",2.3e+07,"Eubalaena_australis","2440332"
"1304","Eubalaena glacialis",2.3e+07,"Eubalaena_glacialis","2440339"
"1305","Eubalaena japonica",2.3e+07,"Eubalaena_japonica","9747921"
"1306","Euderma maculatum",16.17,"Euderma_maculatum","2432579"
"1307","Eudiscopus denticulus",7.2,"Eudiscopus_denticulus","2432561"
"1308","Eudorcas rufifrons",25000,"Eudorcas_rufifrons","7261425"
"1309","Eudorcas rufina",27000,"Eudorcas_rufina","4262625"
"1310","Eudorcas thomsonii",23197.67,"Eudorcas_thomsonii","7261427"
"1311","Eulemur albifrons",2426.29,"Eulemur_albifrons","9131667"
"1312","Eulemur albocollaris",2408.185,"Eulemur_albocollaris","4266930"
"1313","Eulemur cinereiceps",2419,"Eulemur_cinereiceps","4266932"
"1314","Eulemur collaris",2419,"Eulemur_collaris","9812996"
"1315","Eulemur coronatus",1699.85,"Eulemur_coronatus","2436422"
"1316","Eulemur fulvus",2419,"Eulemur_fulvus","9092265"
"1317","Eulemur macaco",2485.215,"Eulemur_macaco","2436420"
"1318","Eulemur mongoz",1915.565,"Eulemur_mongoz","2436418"
"1319","Eulemur rubriventer",1765.33,"Eulemur_rubriventer","2436421"
"1320","Eulemur rufus",2406.81,"Eulemur_rufus","4266934"
"1321","Eulemur sanfordi",2406.515,"Eulemur_sanfordi","4266929"
"1322","Eumetopias jubatus",382466.74,"Eumetopias_jubatus","2433462"
"1323","Eumops auripendulus",28.49,"Eumops_auripendulus","2432990"
"1324","Eumops bonariensis",12.22,"Eumops_bonariensis","2432996"
"1325","Eumops dabbenei",58.5,"Eumops_dabbenei","2432989"
"1326","Eumops glaucinus",36.4,"Eumops_glaucinus","2432991"
"1327","Eumops hansae",15.47,"Eumops_hansae","2432995"
"1328","Eumops maurus",20.66,"Eumops_maurus","2432992"
"1329","Eumops patagonicus",12.22,"Eumops_patagonicus","7261927"
"1330","Eumops perotis",56.5,"Eumops_perotis","2432993"
"1331","Eumops trumbulli",56.5,"Eumops_trumbulli","4266572"
"1332","Eumops underwoodi",59.835,"Eumops_underwoodi","2432994"
"1333","Euneomys chinchilloides",70.485,"Euneomys_chinchilloides","2438876"
"1334","Euneomys fossor",56.9,"Euneomys_fossor","2438874"
"1335","Euneomys mordax",81.99,"Euneomys_mordax","2438877"
"1336","Euneomys petersoni",75.57,"Euneomys_petersoni","2438875"
"1337","Euoticus elegantulus",280,"Euoticus_elegantulus","2436514"
"1338","Euoticus pallidus",277.37,"Euoticus_pallidus","2436513"
"1339","Eupetaurus cinereus",2521.1,"Eupetaurus_cinereus","2437468"
"1340","Euphractus sexcinctus",4850,"Euphractus_sexcinctus","2440799"
"1341","Eupleres goudotii",2881.67,"Eupleres_goudotii","2433512"
"1342","Euroscaptor klossi",60.46,"Euroscaptor_klossi","2436221"
"1343","Euroscaptor longirostris",60.46,"Euroscaptor_longirostris","2436220"
"1344","Euroscaptor micrura",60.46,"Euroscaptor_micrura","2436217"
"1345","Euroscaptor mizura",25.05,"Euroscaptor_mizura","2436213"
"1346","Euroscaptor parvidens",60.46,"Euroscaptor_parvidens","2436218"
"1347","Euryzygomatomys spinosus",187.49,"Euryzygomatomys_spinosus","2439737"
"1348","Exilisciurus concinnus",27.72,"Exilisciurus_concinnus","2437388"
"1349","Exilisciurus exilis",18.175,"Exilisciurus_exilis","2437386"
"1350","Exilisciurus whiteheadi",24.91,"Exilisciurus_whiteheadi","2437387"
"1351","Falsistrellus mackenziei",23,"Falsistrellus_mackenziei","4266082"
"1352","Falsistrellus mordax",10.46,"Falsistrellus_mordax","4266080"
"1353","Falsistrellus petersi",9.05,"Falsistrellus_petersi","4266078"
"1354","Falsistrellus tasmaniensis",22.54,"Falsistrellus_tasmaniensis","4266081"
"1355","Felis bieti",5486.95,"Felis_bieti","2435040"
"1356","Felis catus",4573.08,"Felis_catus","2435035"
"1357","Felis chaus",10000,"Felis_chaus","2435066"
"1358","Felis manul",3500,"Felis_manul","2435023"
"1359","Felis margarita",2750,"Felis_margarita","2435028"
"1360","Felis nigripes",2125,"Felis_nigripes","2435037"
"1361","Felis silvestris",5036.54,"Felis_silvestris","7964291"
"1362","Felovia vae",205,"Felovia_vae","2439823"
"1363","Feresa attenuata",151500,"Feresa_attenuata","2440530"
"1364","Feroculus feroculus",35.99,"Feroculus_feroculus","2435791"
"1365","Fossa fossana",1853.98,"Fossa_fossana","2433529"
"1366","Funambulus palmarum",136.4,"Funambulus_palmarum","2437246"
"1367","Funambulus pennantii",125.07,"Funambulus_pennantii","2437243"
"1368","Funambulus sublineatus",70.93,"Funambulus_sublineatus","2437247"
"1369","Funambulus tristriatus",134.62,"Funambulus_tristriatus","2437245"
"1370","Funisciurus anerythrus",218,"Funisciurus_anerythrus","2437413"
"1371","Funisciurus bayonii",134.99,"Funisciurus_bayonii","2437419"
"1372","Funisciurus carruthersi",276.85,"Funisciurus_carruthersi","2437416"
"1373","Funisciurus congicus",112,"Funisciurus_congicus","2437412"
"1374","Funisciurus isabella",109.31,"Funisciurus_isabella","2437415"
"1375","Funisciurus lemniscatus",140.99,"Funisciurus_lemniscatus","2437418"
"1376","Funisciurus leucogenys",250,"Funisciurus_leucogenys","2437414"
"1377","Funisciurus pyrropus",257.835,"Funisciurus_pyrropus","2437411"
"1378","Funisciurus substriatus",185.73,"Funisciurus_substriatus","2437417"
"1379","Furipterus horrens",3.15,"Furipterus_horrens","2432769"
"1380","Galago alleni",277.615,"Galago_alleni","2436523"
"1381","Galago cameronensis",277.615,"Galago_cameronensis","4267288"
"1382","Galago demidoff",63.1,"Galago_demidoff","4267292"
"1383","Galago gabonensis",277.615,"Galago_gabonensis","4267284"
"1384","Galago gallarum",192.2,"Galago_gallarum","2436521"
"1385","Galago granti",181.85,"Galago_granti","4267280"
"1386","Galago matschiei",192.2,"Galago_matschiei","2436519"
"1387","Galago moholi",180,"Galago_moholi","2436522"
"1388","Galago nyasae",180,"Galago_nyasae","4267281"
"1389","Galago senegalensis",192.2,"Galago_senegalensis","9198359"
"1390","Galago thomasi",63.8,"Galago_thomasi","4267291"
"1391","Galago zanzibaricus",171.5,"Galago_zanzibaricus","4267283"
"1392","Galea flavidens",450,"Galea_flavidens","5219700"
"1393","Galea musteloides",337.875,"Galea_musteloides","5219699"
"1394","Galea spixii",360.61,"Galea_spixii","5219701"
"1395","Galemys pyrenaicus",60.735,"Galemys_pyrenaicus","5219516"
"1396","Galenomys garleppi",59.3,"Galenomys_garleppi","2438414"
"1397","Galeopterus variegates",1056.1,"Galeopterus_variegates","4266848"
"1398","Galerella flavescens",750,"Galerella_flavescens","5219130"
"1399","Galerella pulverulenta",683,"Galerella_pulverulenta","5219126"
"1400","Galerella sanguinea",509.8,"Galerella_sanguinea","5219098"
"1401","Galictis cuja",1000,"Galictis_cuja","5218901"
"1402","Galictis vittata",2325,"Galictis_vittata","5218906"
"1403","Galidia elegans",800,"Galidia_elegans","2433507"
"1404","Galidictis fasciata",549.99,"Galidictis_fasciata","5218783"
"1405","Galidictis grandidieri",1400,"Galidictis_grandidieri","5218782"
"1406","Gazella arabica",24124.67,"Gazella_arabica","5220158"
"1407","Gazella bennettii",22278.415,"Gazella_bennettii","5220147"
"1408","Gazella cuvieri",20348.835,"Gazella_cuvieri","5220148"
"1409","Gazella dorcas",47386.47,"Gazella_dorcas","5220149"
"1410","Gazella gazella",35318.235,"Gazella_gazella","5220154"
"1411","Gazella leptoceros",24645.75,"Gazella_leptoceros","5220150"
"1412","Gazella saudiya",32185.735,"Gazella_saudiya","5220151"
"1413","Gazella spekei",20000,"Gazella_spekei","5220157"
"1414","Gazella subgutturosa",37740.685,"Gazella_subgutturosa","5220146"
"1415","Genetta abyssinica",1405.48,"Genetta_abyssinica","5219361"
"1416","Genetta angolensis",1859.64,"Genetta_angolensis","5219351"
"1417","Genetta cristata",1519.535,"Genetta_cristata","5219349"
"1418","Genetta genetta",1866.67,"Genetta_genetta","5219362"
"1419","Genetta johnstoni",2225,"Genetta_johnstoni","5219352"
"1420","Genetta maculata",2225,"Genetta_maculata","5219355"
"1421","Genetta pardina",1820,"Genetta_pardina","5219360"
"1422","Genetta piscivora",1648.05,"Genetta_piscivora","5219350"
"1423","Genetta poensis",1820,"Genetta_poensis","5219354"
"1424","Genetta servalina",1175.84,"Genetta_servalina","5219342"
"1425","Genetta thierryi",1400,"Genetta_thierryi","5219353"
"1426","Genetta tigrina",1760,"Genetta_tigrina","5219356"
"1427","Genetta victoriae",2743.69,"Genetta_victoriae","5219348"
"1428","Geocapromys brownii",1500,"Geocapromys_brownii","2437650"
"1429","Geocapromys ingrahami",733.52,"Geocapromys_ingrahami","2437651"
"1430","Geocapromys thoracatus",1500,"Geocapromys_thoracatus","2437649"
"1431","Geogale aurita",6.7,"Geogale_aurita","2432151"
"1432","Geomys arenarius",200.375,"Geomys_arenarius","2439372"
"1433","Geomys attwateri",176.7,"Geomys_attwateri","2439371"
"1434","Geomys breviceps",176.7,"Geomys_breviceps","2439376"
"1435","Geomys bursarius",186.85,"Geomys_bursarius","2439378"
"1436","Geomys knoxjonesi",176.7,"Geomys_knoxjonesi","2439373"
"1437","Geomys personatus",397,"Geomys_personatus","2439375"
"1438","Geomys pinetis",195.75,"Geomys_pinetis","2439377"
"1439","Geomys texensis",176.7,"Geomys_texensis","2439370"
"1440","Geomys tropicalis",397,"Geomys_tropicalis","2439374"
"1441","Georychus capensis",189.68,"Georychus_capensis","5219653"
"1442","Geoxus valdivianus",30.8,"Geoxus_valdivianus","2438116"
"1443","Gerbilliscus afra",83.465,"Gerbilliscus_afra","4264940"
"1444","Gerbilliscus brantsii",82.205,"Gerbilliscus_brantsii","4264943"
"1445","Gerbilliscus guineae",102.5,"Gerbilliscus_guineae","4264949"
"1446","Gerbilliscus inclusus",124.75,"Gerbilliscus_inclusus","4264946"
"1447","Gerbilliscus kempi",113,"Gerbilliscus_kempi","7962917"
"1448","Gerbilliscus leucogaster",133.8,"Gerbilliscus_leucogaster","4264948"
"1449","Gerbilliscus nigricaudus",118.5,"Gerbilliscus_nigricaudus","4264945"
"1450","Gerbilliscus phillipsi",127.07,"Gerbilliscus_phillipsi","4264941"
"1451","Gerbilliscus robustus",94.495,"Gerbilliscus_robustus","4264947"
"1452","Gerbilliscus validus",113,"Gerbilliscus_validus","4264944"
"1453","Gerbillurus paeba",28.5,"Gerbillurus_paeba","2438751"
"1454","Gerbillurus setzeri",38.6,"Gerbillurus_setzeri","2438753"
"1455","Gerbillurus tytonis",29.79,"Gerbillurus_tytonis","2438752"
"1456","Gerbillurus vallinus",37.02,"Gerbillurus_vallinus","2438750"
"1457","Gerbillus agag",28.345,"Gerbillus_agag","2437833"
"1458","Gerbillus amoenus",26.95,"Gerbillus_amoenus","2437812"
"1459","Gerbillus andersoni",27.5,"Gerbillus_andersoni","2437786"
"1460","Gerbillus aquilus",35.675,"Gerbillus_aquilus","2437837"
"1461","Gerbillus cheesmani",35.675,"Gerbillus_cheesmani","2437830"
"1462","Gerbillus floweri",39.9,"Gerbillus_floweri","2437804"
"1463","Gerbillus garamantis",28.4,"Gerbillus_garamantis","2437796"
"1464","Gerbillus gerbillus",28.345,"Gerbillus_gerbillus","2437787"
"1465","Gerbillus gleadowi",26.055,"Gerbillus_gleadowi","2437838"
"1466","Gerbillus grobbeni",28.4,"Gerbillus_grobbeni","2437816"
"1467","Gerbillus henleyi",9.85,"Gerbillus_henleyi","2437800"
"1468","Gerbillus hesperinus",39.9,"Gerbillus_hesperinus","2437791"
"1469","Gerbillus latastei",28.345,"Gerbillus_latastei","2437810"
"1470","Gerbillus nanus",28.4,"Gerbillus_nanus","2437788"
"1471","Gerbillus nigeriae",29.7,"Gerbillus_nigeriae","2437839"
"1472","Gerbillus perpallidus",52.4,"Gerbillus_perpallidus","2437809"
"1473","Gerbillus pusillus",12.575,"Gerbillus_pusillus","2437822"
"1474","Gerbillus pyramidum",39.9,"Gerbillus_pyramidum","2437811"
"1475","Gerbillus tarabuli",39.9,"Gerbillus_tarabuli","2437840"
"1476","Gerbillus vivax",27.6,"Gerbillus_vivax","2437829"
"1477","Giraffa camelopardalis",8e+05,"Giraffa_camelopardalis","2441205"
"1478","Glaucomys sabrinus",148,"Glaucomys_sabrinus","2437331"
"1479","Glaucomys volans",65.4,"Glaucomys_volans","2437338"
"1480","Glauconycteris alboguttata",9.05,"Glauconycteris_alboguttata","4266157"
"1481","Glauconycteris argentata",9.3,"Glauconycteris_argentata","4266162"
"1482","Glauconycteris beatrix",7.5,"Glauconycteris_beatrix","4266153"
"1483","Glauconycteris egeria",8.41,"Glauconycteris_egeria","4266163"
"1484","Glauconycteris gleni",10.81,"Glauconycteris_gleni","4266154"
"1485","Glauconycteris humeralis",5.49,"Glauconycteris_humeralis","4266159"
"1486","Glauconycteris kenyacola",7.17,"Glauconycteris_kenyacola","4266164"
"1487","Glauconycteris poensis",6.91,"Glauconycteris_poensis","4266160"
"1488","Glauconycteris superba",15,"Glauconycteris_superba","4266165"
"1489","Glauconycteris variegata",11.25,"Glauconycteris_variegata","4266156"
"1490","Glironia venusta",140,"Glironia_venusta","2439986"
"1491","Glirulus japonicus",47.4,"Glirulus_japonicus","2439681"
"1492","Glis glis",140.045,"Glis_glis","5706486"
"1493","Glischropus javanus",5.37,"Glischropus_javanus","2432513"
"1494","Glischropus tylopus",4.445,"Glischropus_tylopus","2432514"
"1495","Globicephala macrorhynchus",726000,"Globicephala_macrorhynchus","2440605"
"1496","Globicephala melas",1060000,"Globicephala_melas","2440596"
"1497","Glossophaga commissarisi",9.3,"Glossophaga_commissarisi","2433193"
"1498","Glossophaga leachii",10.7,"Glossophaga_leachii","2433195"
"1499","Glossophaga longirostris",10.9,"Glossophaga_longirostris","2433192"
"1500","Glossophaga morenoi",8.54,"Glossophaga_morenoi","2433196"
"1501","Glossophaga soricina",10.25,"Glossophaga_soricina","2433194"
"1502","Glyphonycteris behnii",14.53,"Glyphonycteris_behnii","4265379"
"1503","Glyphonycteris daviesi",18.61,"Glyphonycteris_daviesi","4265381"
"1504","Glyphonycteris sylvestris",8.91,"Glyphonycteris_sylvestris","4265380"
"1505","Glyphotes simus",52.53,"Glyphotes_simus","2437466"
"1506","Golunda ellioti",60.73,"Golunda_ellioti","2438299"
"1507","Gorilla beringei",139842,"Gorilla_beringei","7262070"
"1508","Gorilla gorilla",126215.495,"Gorilla_gorilla","2436441"
"1509","Gracilinanus aceramarcae",21.75,"Gracilinanus_aceramarcae","2439854"
"1510","Gracilinanus agilis",21.5,"Gracilinanus_agilis","2439852"
"1511","Gracilinanus agricolai",10,"Gracilinanus_agricolai","2439853"
"1512","Gracilinanus dryas",18.265,"Gracilinanus_dryas","2439849"
"1513","Gracilinanus emiliae",10,"Gracilinanus_emiliae","2439851"
"1514","Gracilinanus formosus",22.88,"Gracilinanus_formosus","2439855"
"1515","Gracilinanus marica",16.9,"Gracilinanus_marica","2439859"
"1516","Gracilinanus microtarsus",24.5,"Gracilinanus_microtarsus","2439856"
"1517","Grammomys aridulus",37.01,"Grammomys_aridulus","2439199"
"1518","Grammomys buntingi",43.7,"Grammomys_buntingi","2439196"
"1519","Grammomys cometes",44.35,"Grammomys_cometes","2439195"
"1520","Grammomys dolichurus",43.7,"Grammomys_dolichurus","2439202"
"1521","Grammomys ibeanus",41.19,"Grammomys_ibeanus","2439201"
"1522","Grammomys kuru",53,"Grammomys_kuru","4264883"
"1523","Grammomys macmillani",37.01,"Grammomys_macmillani","2439197"
"1524","Grammomys minnae",35.99,"Grammomys_minnae","2439204"
"1525","Grammomys poensis",51.515,"Grammomys_poensis","4264884"
"1526","Grampus griseus",425000,"Grampus_griseus","5220027"
"1527","Graomys centralis",68.86,"Graomys_centralis","4265035"
"1528","Graomys domorum",68.86,"Graomys_domorum","2438230"
"1529","Graomys edithae",40.4,"Graomys_edithae","2438232"
"1530","Graomys griseoflavus",68.32,"Graomys_griseoflavus","2438231"
"1531","Graphiurus angolensis",46.1,"Graphiurus_angolensis","5706487"
"1532","Graphiurus johnstoni",24,"Graphiurus_johnstoni","5706488"
"1533","Graphiurus kelleni",10.5,"Graphiurus_kelleni","5219905"
"1534","Graphiurus microtis",24,"Graphiurus_microtis","5219915"
"1535","Graphiurus murinus",24,"Graphiurus_murinus","5219911"
"1536","Graphiurus nagtglasii",30,"Graphiurus_nagtglasii","5706489"
"1537","Graphiurus ocularis",68.8,"Graphiurus_ocularis","5219907"
"1538","Graphiurus platyops",46.1,"Graphiurus_platyops","5219908"
"1539","Graphiurus rupicola",46.1,"Graphiurus_rupicola","5219913"
"1540","Gulo gulo",12792.49,"Gulo_gulo","5219073"
"1541","Gymnobelideus leadbeateri",133.66,"Gymnobelideus_leadbeateri","2440054"
