Order,Family,Genus_species,English_Name,Name_Tree,Super order,Status ,n,n_Small Intestine,Body mass_Small intestine,Small Intestine_Length,n_Large Intestine,Body mass_Large Intestine,Large Intestine_Length,n_Caecum,Body mass_Ceaecum,Caecum_Length,n_Colon,Body mass_Colon,Colon_Length,n_Total Intestine,Body mass_Total Intestine,Total Intestine_Length,Source,Inv,Vend,Vect,Vfish,Vunk,Faunivory,Scav,Total_Faunivory,Fruit,Nect,Seed,Fruit/Nect/Seed,PlantO,Total_Plant,Source,Certainty,Type_I,Type_II,Latitude,Abs_Lat,Mean_Precip,Mean_Temp,Mean_AET,Mean_PET,Volant,Marine,Foregut
Rodentia,Cricetidae,Myodes_gapperi,Southern red-backed vole,Myodes_gapperi_CRICETIDAE_RODENTIA,Euarchontoglires,wild,217,217,0.024,45.04,217,0.024,24.40,,,,,,,217,0.024,69.44,"Norrie and Millar (1990), Schieck and Millar (1985)",20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,47.63,47.63,49.93,1.24,415.04,522.57,0,0,1
Rodentia,Cricetidae,Myodes_glareolus,Bank vole,Myodes_glareolus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.015,22.75,1,0.015,30.58,1,0.015,8.83,1,0.015,21.75,1,0.015,53.33,This study,20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,53.56,53.56,49.95,3.82,398.06,438.62,0,0,1
Chiroptera,Vespertilionidae,Myotis_daubentonii,Daubentons myotis,Myotis_daubentonii_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,3,,,,,,,,,,,,,3,0.009,21.93,"Kovtun and Zhukova (1994), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,44.87,44.87,46.1,2.17,426.22,515.06,1,0,0
Chiroptera,Vespertilionidae,Myotis_frater,Fraternal myotis,Myotis_frater_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,wild,9,9,0.008,9.50,9,0.008,2.50,,,,,,,9,0.008,12.00,Isikawa et al. (1985),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,,,,,,,1,0,0
Chiroptera,Vespertilionidae,Myotis_lucifugus,Little brown bat,Myotis_lucifugus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,wild ,32,,,,,,,,,,,,,32,0.008,15.00,Price et al. (2014),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,,,,,,,1,0,0
Chiroptera,Vespertilionidae,Myotis_myotis,Greater mouse-eared bat,Myotis_myotis_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,14,,,,,,,,,,,,,14,0.026,23.41,"Kovtun and Zhukova (1994), Paksuz and Paksuz (2015), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,47.44,47.44,58.21,9.10,504.81,658.57,1,0,0
Chiroptera,Vespertilionidae,Myotis_mystacinus,Whiskered myotis,Myotis_mystacinus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,2,,,,,,,,,,,,,2,0.004,11.75,"Jones and Maclarnon (2004), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,,,,,,,1,0,0
Chiroptera,Vespertilionidae,Myotis_nattereri,Natterers bat,Myotis_nattereri_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,captive,2,,,,,,,,,,,,,2,0.008,14.80,Kovtun and Zhukova (1994),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,46.05,46.05,53.52,8.32,461.22,637.45,1,0,0
Pilosa,Myrmecophagidae,Myrmecophaga_tridactyla,Giant anteater,Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA,Xenarthra,unknown,1,1,28.120,914.40,1,28.120,121.90,,,,1,28.120,,1,28.120,1036.30,Owen (1885),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-7.71,7.71,149.93,24.09,1288.55,1515.92,0,0,1
Rodentia,Nesomyidae,Mystromys_albicaudatus,White-tailed rat,Mystromys_albicaudatus_NESOMYIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.172,46.96,2,0.172,35.64,2,0.172,5.84,2,0.172,29.81,2,0.172,82.61,Perrin and Curtis (1980),30,0,0,0,0,30,0,30,0,0,30,30,40,70,Ref_1,ABC,Herb,Omni,-29.94,29.94,50.96,15.80,701.24,1174.05,0,0,1
Cetartiodactyla,Bovidae,Nanger_dama,Dama gazelle,Nanger_dama_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,32.000,1465.00,1,32.000,502.00,1,32.000,22.00,1,32.000,480.00,1,32.000,1967.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,20.22,20.22,14.97,27.19,263.81,1507.48,0,0,1
Cetartiodactyla,Bovidae,Nanger_soemmerringii,Soemmerrring gazelle,Nanger_soemmerringii_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,25.000,1529.00,1,25.000,480.00,1,25.000,24.00,1,25.000,456.00,1,25.000,2009.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_2,D1,Herb,Herb,9.81,9.81,33.87,24.77,467.55,1672.35,0,0,1
Carnivora,Procyonidae,Nasua_nasua,Coati,Nasua_nasua_PROCYONIDAE_CARNIVORA,Laurasiatheria,captive,1,,,,,,,,,,,,,1,4.38,350.00,McGrosky et al. (2016),10,20,0,0,0,30,0,30,70,0,0,70,0,70,Ref_1,ABC,Herb,Omni,-11.55,11.55,156.33,23.92,1316.05,1510.34,0,0,0
Afrosoricida,Chrysosochloridae,Neamblysomus_julianae,Julianas golden mole,Neamblysomus_julianae_CHRYSOCHLORIDAE_AFROSORICIDA,Afrotheria,captive,6,,,,,,,,,,,,,6,0.032,17.60,"S. Kotzé, pers. Comm",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-25.06,25.06,52.63,18.98,765.87,1273.15,0,0,0
Rodentia,Cricetidae,Necromys_obscurus,Dark bolo mouse,Necromys_obscurus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,21,21,0.034,51.90,21,0.034,9.80,21,0.034,2.90,21,0.034,6.90,21,0.034,61.70,Ellis et al. (1994),70,0,0,0,0,70,0,70,0,0,0,0,30,30,Ref_1,ABC,Car,Omni,-36.06,36.06,75.58,14.82,823.52,951.13,0,0,1
Eulipotyphla,Soricidae,Neomys_fodiens,Eurasian water shrew,Neomys_fodiens_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.016,38.95,This study,40,0,30,30,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,55.58,55.58,43.41,1.77,372.49,428.83,0,0,0
Carnivora,Otariidae,Neophoca_cinerea,Australian sea lion,Neophoca_cinerea_OTARIIDAE_CARNIVORA,Laurasiatheria,wild,5,5,89.800,1782.00,5,89.800,101.20,5,89.800,2.60,5,89.800,98.60,5,89.800,1883.20,Richardson and Gales (1987),0,0,0,100,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,,,,,,,0,1,0
Rodentia,Sciuridae,Neotamias_amoenus,Yellow pine chipmunk,Tamias_amoenus_SCIURIDAE_RODENTIA,Euarchontoglires,wild,55,55,0.047,56.90,55,0.047,25.90,55,0.047,5.14,55,0.047,20.76,55,0.047,82.80,Schieck and Millar (1985),0,0,0,0,0,0,0,0,50,0,50,100,0,100,Ref_1,ABC,Herb,Herb,45.07,45.07,41.42,4.88,354.53,732.2,0,0,0
Rodentia,Cricetidae,Neotoma_cinerea,Bushy-tailed woodrat,Neotoma_cinerea_CRICETIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.206,83.90,2,0.206,100.00,2,0.206,19.40,2,0.206,80.60,2,0.206,183.90,Schieck and Millar (1985),10,0,0,0,0,10,0,10,0,0,20,20,70,90,Ref_1,ABC,Herb,Herb,50.09,50.09,40.78,3.33,356.18,668.38,0,0,1
Rodentia,Cricetidae,Neotoma_lepida,Desert woodrat,Neotoma_lepida_CRICETIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.121,24.00,,,,,,,,,,,,,Karasov et al. (1985),10,0,0,0,0,10,0,10,0,0,20,20,70,90,Ref_1,ABC,Herb,Herb,33.5,33.5,20.02,11.53,283.23,1004.02,0,0,1
Carnivora,Mustelidae,Neovison_vison,American mink,Neovison_vison_MUSTELIDAE_CARNIVORA,Laurasiatheria,captive,66,66,1.414,166.87,66,1.41,17.50,,,,,,,66,1.41,190.56,Wach et al. (2010),10,50,20,20,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,48.16,48.16,55.37,1.49,458.26,529.25,0,0,0
Chiroptera,Noctilionidae,Noctilio_leporinus,Greater bulldog bat,Noctilio_leporinus_NOCTILIONIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.059,34.20,Cruz-Neto & Jones 2006 in Caviedes-Vidal et al 2007,50,0,0,50,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-3.78,3.78,142.79,23.46,1256.03,1510.54,1,0,0
Primates,Hylobatidae,Nomascus_concolor,Black crested gibbon,Nomascus_concolor_HYLOBATIDAE_PRIMATES,Euarchontoglires,captive,1,1,6.550,448.71,1,6.550,96.16,1,6.550,12.89,1,6.550,83.27,1,6.550,544.87,This study,10,0,0,0,0,10,0,10,80,0,0,80,10,90,Ref_66,ABC,Herb,Herb,22.7,22.7,119.62,17.29,1062.28,1242.12,0,0,0
Primates,Hylobatidae,Nomascus_leucogenys,Northern white-cheeked gibbon,Nomascus_leucogenys_HYLOBATIDAE_PRIMATES,Euarchontoglires,captive,1,1,6.550,449.00,1,6.550,96.00,1,6.550,13.00,1,6.550,83.00,1,6.550,545.00,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,80,0,0,80,10,90,Ref_1,ABC,Herb,Herb,20.91,20.91,123.41,19.07,1050.88,1289.06,0,0,0
Rodentia,Muridae,Notomys_alexis,Spinifex hopping mouse,Notomys_alexis_MURIDAE_RODENTIA,Euarchontoglires,wild,10,10,0.025,21.34,10,0.025,13.63,10,0.025,3.32,10,0.025,10.31,10,0.025,34.97,Murray et al. (1995),0,0,0,0,0,0,0,0,40,0,30,70,30,100,Ref_1,ABC,Herb,Herb,-25.59,25.59,20.79,21.46,286.74,1307.27,0,0,1
Chiroptera,Vespertilionidae,Nyctalus_leisleri,Lesser noctule,Nyctalus_leisleri_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,3,,,,,,,,,,,,,3,0.014,12.00,"Kovtun and Zhukova (1994), Stutz (1987)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,42.4,42.4,52.82,7.65,498.35,622.6,1,0,0
Chiroptera,Vespertilionidae,Nyctalus_noctula,Noctule,Nyctalus_noctula_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,various,9,,,,,,,,,,,,,9,0.027,19.51,"Kovtun and Zhukova (1994), Stutz (1987), This study",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,39.16,39.16,58.22,7.91,506.65,704.65,1,0,0
Carnivora,Canidae,Nyctereutes_procyonoides,Raccoon dog,Nyctereutes_procyonoides_CANIDAE_CARNIVORA,Laurasiatheria,unknown,56,56,5.260,230.00,56,5.260,44.00,56,5.260,7.00,56,5.260,37.00,56,5.260,275.00,Brudnicki et al. (2001),20,10,30,0,0,60,0,60,30,0,10,40,0,40,Ref_1,ABC,Omni,Omni,38.26,38.26,70.08,5.67,662.92,762.75,0,0,0
Chiroptera,Nycteridae,Nycteris_grandis,Large slit-faced bat,Nycteris_grandis_NYCTERIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.029,24.30,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,40,30,20,10,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-6.69,6.69,127.16,23.88,1182.04,1542.24,1,0,0
Chiroptera,Nycteridae,Nycteris_thebaica,Cape long-eared bat,Nycteris_thebaica_NYCTERIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.009,11.70,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,80,10,10,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,1.28,1.28,68.05,22.62,729.41,1481.97,1,0,0
Primates,Lorisidae,Nycticebus_coucang,Greater slow loris,Nycticebus_coucang_LORISIDAE_PRIMATES,Euarchontoglires,captive,3,3,0.872,137.00,3,0.872,83.00,3,0.872,10.00,3,0.872,73.00,3,0.872,220.00,Campbell (2004),40,30,10,0,0,80,0,80,20,0,0,20,0,20,Ref_1,ABC,Car,Omni,0.27,0.27,237.29,24.87,1664.86,1740.31,0,0,0
Rodentia,Octodontidae,Octodon_degus,Degu,Octodon_degus_OCTODONTIDAE_RODENTIA,Euarchontoglires,captive,10,10,0.130,63.13,10,0.130,39.15,10,0.130,6.21,10,0.130,32.94,10,0.130,102.28,This study,0,0,0,0,0,0,0,0,20,0,20,40,60,100,Ref_1,ABC,Herb,Herb,-31.83,31.83,26.48,6.35,232.9,1011.21,0,0,0
Cetartiodactyla,Cervidae,Odocoileus_hemionus,Mule deer,Odocoileus_hemionus_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,9,,,,,,,,,,,,,9,37.550,2526.67,Zimmerman et al. (2006),0,0,0,0,0,0,0,0,0,0,10,10,90,100,Ref_1,ABC,Herb,Herb,41.77,41.77,38.76,6.76,389.11,755.2,0,0,1
Cetartiodactyla,Cervidae,Odocoileus_virginianus,White-tailed deer,Odocoileus_virginianus_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,45,,,,,,,,,,,,,45,32.276,2041.66,"Jenks et al. (1994), Zimmerman et al. (2006)",0,0,0,0,0,0,0,0,0,0,10,10,90,100,Ref_1,ABC,Herb,Herb,21.89,21.89,80.45,12.76,773.39,1025.5,0,0,1
Cetartiodactyla,Giraffidae,Okapia_johnstoni,Okapi,Okapia_johnstoni_GIRAFFIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,2,253.500,2536.75,2,253.500,1864.00,2,253.500,61.50,2,253.500,1802.50,2,253.500,4400.75,"Clauss et al. (2006a), this study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-1.57,1.57,143.9,24.04,1428.28,1604.05,0,0,1
Rodentia,Cricetidae,Oligoryzomys_flavescens,Fulvous pygmy rice rat,Oligoryzomys_flavescens_CRICETIDAE_RODENTIA,Euarchontoglires,wild,25,25,0.017,40.00,25,0.017,8.00,25,0.017,2.00,25,0.017,6.00,25,0.017,48.00,Ellis et al. (1994),30,0,0,0,0,30,0,30,30,0,40,70,0,70,Ref_1,ABC,Herb,Omni,-30.24,30.24,115.24,17.91,1076.6,1164.14,0,0,1
Rodentia,Cricetidae,Olygorzyomys_nigripes,Black-footed colilargo,Oligoryzomys_nigripes_CRICETIDAE_RODENTIA,Euarchontoglires,wild,3,,,,3,0.157,,,,,,,,3,0.157,30.30,Brun et al. (2019),30,0,0,0,0,30,0,30,30,0,40,70,0,70,Ref_1,ABC,Herb,Omni,-30.21,30.21,94.06,18.28,1010.51,1165.05,0,0,1
Carnivora,Phocidae,Ommatophoca_rossii,Ross seal,Ommatophoca_rossii_PHOCIDAE_CARNIVORA,Laurasiatheria,wild,2,2,170.900,788.50,2,170.900,77.05,,,,,,,2,170.900,865.55,"Bryden and Erickson (1976), King (1969)",20,0,0,80,0,100,0,100,0,0,0,0,0,0,Ref_81,ABC,Car,Car,,,,,,,0,1,0
Rodentia,Cricetidae,Ondatra_zibethicus,Muskrat,Ondatra_zibethicus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,17,17,0.869,111.85,17,0.869,84.41,17,0.869,26.90,17,0.869,57.51,17,0.869,196.26,"Schieck and Millar (1985), This study",10,0,0,0,0,10,0,10,0,0,0,0,90,90,Ref_1,ABC,Herb,Herb,48.69,48.69,52.25,3.06,455.05,598.8,0,0,1
Rodentia,Cricetidae,Onychomys_leucogaster,Northern grasshopper mouse,Onychomys_leucogaster_CRICETIDAE_RODENTIA,Euarchontoglires,wild,6,6,0.038,14.90,6,0.038,4.86,,,,,,,6,0.038,19.76,Price et al. (2014),90,0,0,0,0,90,0,90,0,0,0,0,10,10,Ref_1,ABC,Car,Car,38.2,38.2,34.14,9.34,470.15,863.03,0,0,1
Monotrema,Ornithorhynchidae,Ornithorhynchus_anatinus,Platypus,Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA,Ornitodelphia,wild,1,1,0.964,100.00,1,0.964,22.60,1,0.964,1.60,1,0.964,21.00,1,0.964,122.60,Snipes et al. (2002),80,0,0,20,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-29.96,29.96,76.73,15.65,781.2,1206.89,0,0,0
Lagomorpha,Leporidae,Oryctolagus_cuniculus,European rabbit,Oryctolagus_cuniculus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,domestic,4,4,3.203,194.65,4,3.203,149.78,4,3.203,40.83,4,3.203,108.95,4,3.203,344.43,"Snipes and Snipes (1997), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,44.2,44.2,55.03,10.39,488.02,716.66,0,0,0
Cetartiodactyla,Bovidae,Oryx_gazella,Gemsbok,Oryx_gazella_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,11,10,186.500,1794.50,10,186.500,903.50,10,186.500,35.50,10,186.500,868.00,10,186.500,2698.00,"Reissig (1995), Woodall and Skinner (1993)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-8.27,8.27,40.73,20.83,584.24,1429.69,0,0,1
Cetartiodactyla,Bovidae,Oryx_leucoryx,Arabian oryx,Oryx_leucoryx_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,90.000,1399.80,1,90.000,1050.50,1,90.000,41.50,1,90.000,1009.00,1,90.000,2450.30,This study,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-7.27,7.27,40.73,20.83,584.24,1429.69,0,0,1
Primates,Galagidae,Otolemur_garnettii,Garnets greater galago,Otolemur_garnettii_GALAGIDAE_PRIMATES,Euarchontoglires,captive,2,2,0.855,117.00,2,0.855,52.60,2,0.855,8.25,2,0.855,44.35,2,0.855,169.60,Campbell (2004),20,0,0,0,0,20,0,20,20,60,0,80,0,80,Ref_1,ABC,Herb,Omni,-4.61,4.61,67.92,23.60,868.67,1602.36,0,0,0
Rodentia,Muridae,Otomys_angoniensis,Angoni vlei rat,Otomys_angoniensis_MURIDAE_RODENTIA,Euarchontoglires,wild,18,18,0.107,29.25,18,0.107,24.98,18,0.107,12.13,18,0.107,12.84,18,0.107,53.67,"Korn (1992), Perrin and Curtis (1980), Schwaibold and Pillay (2003)",0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-15.42,15.42,68.06,20.84,833.46,1417.68,0,0,1
Rodentia,Muridae,Otomys_irroratus,Southern african vlei rat,Otomys_irroratus_MURIDAE_RODENTIA,Euarchontoglires,wild,23,23,0.103,28.45,23,0.103,27.93,23,0.103,12.82,23,0.103,15.11,23,0.103,56.86,"Perrin and Curtis (1980), Schwaibold and Pillay (2003)",0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-25.97,25.97,49.97,16.39,683.27,1201.81,0,0,1
Rodentia,Muridae,Otomys_sloggetti,Sloggetts vlei rat,Otomys_sloggetti_MURIDAE_RODENTIA,Euarchontoglires,wild,16,16,0.131,38.95,16,0.131,22.25,16,0.131,14.63,16,0.131,7.62,16,0.131,61.20,Schwaibold and Pillay (2003),0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-29.86,29.86,42.83,14.84,624.43,1094.83,0,0,1
Rodentia,Muridae,Otomys_unisulcatus,Bush vlei rat,Otomys_unisulcatus_MURIDAE_RODENTIA,Euarchontoglires,wild ,7,7,0.119,21.10,7,0.119,36.40,7,0.119,7.10,7,0.119,29.30,7,0.119,57.50,Jackson and Spinks (1998),0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-31.59,31.59,24.74,15.84,382.74,1055.87,0,0,1
Cetartiodactyla,Bovidae,Ovibos_moschatus,Muskox,Ovibos_moschatus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,8,8,171.000,2496.60,8,171.000,1153.40,8,171.000,50.00,8,171.000,1280.00,8,171.000,3387.00,Staaland and Thing (1991),0,0,0,0,0,0,0,0,10,0,0,10,90,100,Ref_1,ABC,Herb,Herb,71.68,71.68,15.78,-15.64,100.96,125.09,0,0,1
Cetartiodactyla,Bovidae,Ovis_ammon,Argali,Ovis_ammon_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,4,4,41.875,1924.75,4,41.875,595.00,4,41.875,26.25,4,41.875,568.75,4,41.875,2519.75,"This study, Snipes and Snipes (1997)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,41.17,41.17,24.35,4.35,267.71,788.44,0,0,1
Cetartiodactyla,Bovidae,Ovis_orientalis,Mouflon,Ovis_orientalis_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,41.000,1765.00,1,41.000,578.00,1,41.000,38.00,1,41.000,540.00,1,41.000,2343.00,Gill (1960),0,0,0,0,0,0,0,0,0,0,0,0,100,100,,,Herb,Herb,,,,,,,0,0,1
Cetartiodactyla,Cervidae,Ozotoceros_bezoarticus,Pampas deer,Ozotoceros_bezoarticus_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,5,5,17.000,494.60,5,17.000,236.70,5,17.000,11.00,5,17.000,225.70,5,17.000,731.30,Perez et al. (2008),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-21.88,21.88,110.35,21.47,1103.34,1328.48,0,0,1
Carnivora,Phocidae,Pagophilus_groenlandicus,Harp seal,Pagophilus_groenlandicus_PHOCIDAE_CARNIVORA,Laurasiatheria,wild,12,12,122.500,2273.75,12,122.500,64.63,12,122.500,3.54,12,122.500,61.08,12,122.500,2338.38,Olsen et al. (1996),40,0,0,60,0,100,0,100,0,0,0,0,0,0,Ref_47,ABC,Car,Car,,,,,,,0,1,0
Primates,Hominidae,Pan_paniscus,Bonobo,Pan_paniscus_HOMINIDAE_PRIMATES,Euarchontoglires,captive,1,1,37.730,527.20,1,37.730,245.37,1,37.730,11.61,1,37.730,233.76,1,37.730,772.57,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,60,0,10,70,20,90,Ref_1,ABC,Herb,Herb,-1.66,1.66,161.12,25.03,1538.7,1601.58,0,0,0
Carnivora,Felidae,Panthera_leo,Lion,Panthera_leo_FELIDAE_CARNIVORA,Laurasiatheria,captive,3,3,163.570,733.13,3,163.57,141.30,3,163.57,9.61,3,163.57,121.69,3,163.57,874.43,"McGrosky et al. (2016), Davis (1962)",0,90,0,0,0,90,10,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-3.41,3.41,85.8,23.44,902.1,1541.66,0,0,0
Carnivora,Felidae,Panthera_pardus,Leopard,Panthera_pardus_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,45.223,300.00,1,45.223,38.40,,,,1,45.223,38.40,1,45.223,338.40,Davis (1962),0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,6.76,6.76,88.01,20.76,818.43,1395.31,0,0,0
Carnivora,Felidae,Panthera_tigris ,Tiger,Panthera_tigris_FELIDAE_CARNIVORA,Laurasiatheria,captive,2,2,94.500,549.14,2,94.50,83.27,2,94.50,8.17,2,94.50,75.10,2,94.50,632.40,McGrosky et al. (2016),0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,21.02,21.02,138.99,21.15,1000.12,1405.59,0,0,0
Primates,Cercopithecidae,Papio_hamadryas,Hamadryas baboon,Papio_hamadryas_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,2,2,23.250,426.41,2,23.250,158.15,2,23.250,10.33,2,23.250,147.82,2,23.250,584.56,McGrosky et al. (2019b),10,0,0,0,10,20,0,20,0,0,0,0,80,80,Ref_1,ABC,Herb,Omni,12.72,12.72,45.94,21.61,572.44,1620.73,0,0,0
Eulipotyphla,Erinaceidae,Paraechinus_aethiopicus,Desert hedgehog,Paraechinus_aethiopicus_ERINACEIDAE_EULIPOTYPHLA,Laurasiatheria,wild,7,,,,,,,,,,,,,7,0.409,87.80,Pereira et al. (2016),30,0,0,0,30,60,20,80,10,0,10,20,0,20,Ref_1,ABC,Car,Omni,21.78,21.78,10.09,23.89,151.3,1299.97,0,0,0
Rodentia,Muridae,Parotomys_brantsii,Brants whistling rat,Parotomys_brantsii_MURIDAE_RODENTIA,Euarchontoglires,wild ,14,14,0.144,24.50,14,0.144,34.90,14,0.144,7.90,14,0.144,27.00,14,0.144,59.40,Jackson and Spinks (1998),0,0,0,0,0,0,0,0,0,0,30,30,70,100,Ref_1,ABC,Herb,Herb,-28.85,28.85,18.58,17.93,291.76,1146.42,0,0,1
Rodentia,Muridae,Parotomys_littledalei,Littledales whistling rat,Parotomys_littledalei_MURIDAE_RODENTIA,Euarchontoglires,wild ,8,8,0.110,21.10,8,0.110,36.40,8,0.110,7.10,8,0.110,29.30,8,0.110,57.50,Jackson and Spinks (1998),0,0,0,0,0,0,0,0,0,0,30,30,70,100,Ref_1,ABC,Herb,Herb,-27.34,27.34,13.4,17.02,238.12,1085.91,0,0,1
Cetartiodactyla,Tayassuidae,Pecari_tajacu,Collared pecari,Pecari_tajacu_TAYASSUIDAE_CETARTIODACTYLA,Laurasiatheria,captive,11,11,18.000,560.00,11,18.000,211.00,11,18.000,12.00,11,18.000,199.00,11,18.000,771.00,Schwarm et al. (2009),10,0,20,0,0,30,0,30,10,0,0,10,60,70,Ref_1,ABC,Herb,Omni,0.14,0.14,134.44,23.12,1201,1476.93,0,0,1
Cetartiodactyla,Bovidae,Pelea_capreolus,Grey rhebok,Pelea_capreolus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild  ,2,2,18.750,604.00,2,18.750,178.25,2,18.750,14.50,2,18.750,163.75,2,18.750,782.25,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-28.71,28.71,42.22,16.42,592.41,1148,0,0,1
Rodentia,Cricetidae,Peromyscus_leucopus,White-footed mouse,Peromyscus_leucopus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,54,54,0.020,29.36,54,0.020,13.09,54,0.020,6.74,54,0.020,6.35,54,0.020,42.45,"Derting and Hornung (2003), Derting and Noakes III (1995), This study",50,0,0,0,0,50,10,60,20,0,20,40,0,40,Ref_1,ABC,Omni,Omni,33.49,33.49,64.42,13.03,697.87,956.87,0,0,1
