"","Species","mean_body_mass","class","order","family","genus","species","common_name","gestation_d","weaning_d","inter_litter_or_interbirth_interval_y","birth_or_hatching_weight_g","female_maturity_d","litter_or_clutch_size_n"
"462","Meles anakuma",11884.03,"Mammalia","Carnivora","Mustelidae","Meles","anakuma","Japanese Badger",49,92.29,0.999315537,84.25,403.277,3.11
"463","Meles leucurus",11884.03,"Mammalia","Carnivora","Mustelidae","Meles","leucurus","Asian Badger",49,92.29,0.999315537,84.25,403.277,3.11
"464","Meles meles",12233.5075,"Mammalia","Carnivora","Mustelidae","Meles","meles","European Badger",49,92.29,0.999315537,84.25,403.277,3.11
"465","Melomys obiensis",140.84,"Mammalia","Rodentia","Muridae","Melomys","obiensis","Obi Island Melomys",22.98632,27.08748,0.092060233,4.55,115.77776,5.88
"466","Melursus ursinus",91739.9975,"Mammalia","Carnivora","Ursidae","Melursus","ursinus","Sloth Bear",198,76.09,2.997946612,400,1178.87,1.54
"467","Mephitis mephitis",3324.66541675,"Mammalia","Carnivora","Mephitidae","Mephitis","mephitis","Striped Skunk",63,60,0.999315537,33.19,337.48506,5.1
"468","Meriones crassus",39.4333333333333,"Mammalia","Rodentia","Muridae","Meriones","crassus","Sundevall's Jird",23.5,20.39212,0.183436003,3.35,68.97,4
"469","Meriones grandis",137.8,"Mammalia","Rodentia","Muridae","Meriones","grandis","Moroccan Jird",25.48748,26.0685,0.085557837,4.405,97.24248,5.625
"470","Meriones sacramenti",48.3,"Mammalia","Rodentia","Muridae","Meriones","sacramenti","Buxton's Jird",23.5,20.39212,0.183436003,3.35,68.97,4.105
"471","Meriones shawi",137.8,"Mammalia","Rodentia","Muridae","Meriones","shawi","Shaw's Jird",25.48748,26.0685,0.085557837,4.405,97.24248,5.625
"472","Meriones tristrami",111.81,"Mammalia","Rodentia","Muridae","Meriones","tristrami","Tristram's Jird",25.3353,26.0685,0.085557837,3.675,97.24248,5.605
"473","Meriones unguiculatus",57.8625,"Mammalia","Rodentia","Muridae","Meriones","unguiculatus","Mongolian Jird",25.09,24,0.125941136,2.9,56.5,5
"474","Meriones zarudnyi",48.3,"Mammalia","Rodentia","Muridae","Meriones","zarudnyi","Zarudny's Jird",23.5,20.39212,0.183436003,3.35,68.97,4
"475","Microcavia australis",305.745,"Mammalia","Rodentia","Caviidae","Microcavia","australis","Southern Mountain Cavy",54.7848,21,0.149486653,30.395,69.785,2.48
"476","Microcebus griseorufus",69,"Mammalia","Primates","Cheirogaleidae","Microcebus","griseorufus","Red-and-gray Mouse Lemur",60.34,39.7834,0.599589322,6,299.265,2.41
"477","Microcebus murinus",66.8022813333333,"Mammalia","Primates","Cheirogaleidae","Microcebus","murinus","Gray Mouse Lemur",60.34,39.7834,0.599589322,6,299.265,2.41
"478","Microcebus myoxinus",64.8,"Mammalia","Primates","Cheirogaleidae","Microcebus","myoxinus","Peters' Mouse Lemur",60.165,39.7834,0.599589322,6,299.265,2.205
"479","Microcebus rufus",66.9,"Mammalia","Primates","Cheirogaleidae","Microcebus","rufus","Eastern Rufous Mouse Lemur",60.34,39.7834,0.599589322,6,299.265,2.41
"480","Micromys minutus",6.645,"Mammalia","Rodentia","Muridae","Micromys","minutus","Harvest Mouse",20,17.95724,0.057494867,0.9,40,5.15
"481","Microtus agrestis",33.390421395,"Mammalia","Rodentia","Cricetidae","Microtus","agrestis","Field Vole",20.72,13.39184,0.055112936,2.3,36,4.42
"482","Microtus arvalis",26.1,"Mammalia","Rodentia","Cricetidae","Microtus","arvalis","Common Vole",21,17.65288,0.061806982,1.85,38,5.1
"483","Microtus canicaudus",35.2,"Mammalia","Rodentia","Cricetidae","Microtus","canicaudus","Gray-tailed Vole",21.76174,17.21772,0.06091718,2.74,24.93376,4.72
"484","Microtus guentheri",48.99875,"Mammalia","Rodentia","Cricetidae","Microtus","guentheri","Guenther's Vole",21,18.245,0.079671458,3,60,5.96
"485","Microtus ilaeus",25.4,"Mammalia","Rodentia","Cricetidae","Microtus","ilaeus","Kazakhstan Vole",21,17.65288,0.061806982,1.93,38,4.99
"486","Microtus irani",48,"Mammalia","Rodentia","Cricetidae","Microtus","irani","Iranian Vole",19.6417,24.11,0.088980151,2.1,33.2398,5.235
"487","Microtus levis",26.9,"Mammalia","Rodentia","Cricetidae","Microtus","levis","East European Vole",21,17.65288,0.061806982,1.85,38,5.1
"488","Microtus limnophilus",33.1,"Mammalia","Rodentia","Cricetidae","Microtus","limnophilus","Lacustrine Vole",21.55978,20,0.063381246,2.385,36.73492,5.76
"489","Microtus lusitanicus",20,"Mammalia","Rodentia","Cricetidae","Microtus","lusitanicus","Lusitanian Pine Vole",20.19606,19.85,0.064065708,1.7,38.8625,2.045
"490","Microtus middendorffii",40.25,"Mammalia","Rodentia","Cricetidae","Microtus","middendorffii","Middendorf's Vole",21,28,0.057494867,2.6,51.435,5.725
"491","Microtus miurus",40.25,"Mammalia","Rodentia","Cricetidae","Microtus","miurus","Singing Vole",21,28,0.057494867,2.6,41,5.96
"492","Microtus mongolicus",25.4,"Mammalia","Rodentia","Cricetidae","Microtus","mongolicus","Mongolian Vole",21,17.65288,0.061806982,1.85,38,5.1
"493","Microtus montanus",42.7666666666667,"Mammalia","Rodentia","Cricetidae","Microtus","montanus","Montane Vole",21.2176,15.71772,0.06091718,3.47,24.93376,5.18
"494","Microtus montebelli",33.1,"Mammalia","Rodentia","Cricetidae","Microtus","montebelli","Japanese Grass Vole",21.92478,20,0.05633128,2.44,44.86,5.62
"495","Microtus ochrogaster",44.35,"Mammalia","Rodentia","Cricetidae","Microtus","ochrogaster","Prairie Vole",22.52264,20.39212,0.07118412,3.02,47,3.8
"496","Microtus oeconomus",41.425,"Mammalia","Rodentia","Cricetidae","Microtus","oeconomus","Root Vole",21.55978,20,0.063381246,2.385,36.73492,5.76
"497","Microtus oregoni",20.4625,"Mammalia","Rodentia","Cricetidae","Microtus","oregoni","Creeping Vole",23.78504,13.95528,0.106091718,1.66,33.0939,3.3
"498","Microtus paradoxus",48,"Mammalia","Rodentia","Cricetidae","Microtus","paradoxus","Paradox Vole",19.6417,24.11,0.088980151,2.1,33.2398,5.235
"499","Microtus pennsylvanicus",38.75203338,"Mammalia","Rodentia","Cricetidae","Microtus","pennsylvanicus","Meadow Vole",21.2726,13.76464,0.058015058,2.43,30.17492,5.06
"500","Microtus pinetorum",25.95,"Mammalia","Rodentia","Cricetidae","Microtus","pinetorum","Woodland Vole",22.827,20.69648,0.071252567,2.32,97.69956,2.89
"501","Microtus schidlovskii",48,"Mammalia","Rodentia","Cricetidae","Microtus","schidlovskii","Schidlovsky's Vole",19.6417,24.11,0.088980151,2.1,33.2398,5.235
"502","Microtus socialis",48,"Mammalia","Rodentia","Cricetidae","Microtus","socialis","Social Vole",19.6417,24.11,0.088980151,2.1,33.2398,5.235
"503","Microtus subterraneus",18.3666666666667,"Mammalia","Rodentia","Cricetidae","Microtus","subterraneus","Common Pine Vole",21.30478,23.63722,0.066228611,1.545,99.17606,2.57
"504","Miniopterus fuscus",10.905,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","fuscus","Southeast Asian Long-fingered Bat",100,66,0.999315537,2.8,577,1
"505","Miniopterus magnater",13,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","magnater","Western Long-fingered Bat",100,66,0.999315537,2.8,577,1
"506","Miniopterus majori",11.46,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","majori","Major's Long-fingered Bat",113.44,60.19,0.999315537,2.86,666.44,0.995
"507","Miniopterus medius",10.91,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","medius","Intermediate Long-fingered Bat",100,66,0.999315537,2.8,577,1
"508","Miniopterus natalensis",11.185,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","natalensis","Natal Long-fingered Bat",113.44,60.19,0.999315537,2.86,666.44,0.995
"509","Miniopterus schreibersii",12.02125,"Mammalia","Chiroptera","Vespertilionidae","Miniopterus","schreibersii","Schreibers's Long-fingered Bat",113.44,60.19,0.999315537,2.86,666.44,0.995
"510","Miopithecus talapoin",1354.75,"Mammalia","Primates","Cercopithecidae","Miopithecus","talapoin","Angolan Talapoin",164.38,165.26748,2,187.5,1617.06468,1
"511","Mirounga angustirostris",1450446.90133333,"Mammalia","Carnivora","Phocidae","Mirounga","angustirostris","Northern Elephant Seal",290.63,27,0.999315537,34815.885,1461,1
"512","Mirounga leonina",1500000,"Mammalia","Carnivora","Phocidae","Mirounga","leonina","Southern Elephant Seal",237.77834,22.93,0.999315537,39655.93,1075.875,1
"513","Mirza coquereli",311.2,"Mammalia","Primates","Cheirogaleidae","Mirza","coquereli","Giant Mouse Lemur",89,136,0.999315537,14.5,343.74,1.71
"514","Monachus monachus",284940.665,"Mammalia","Carnivora","Phocidae","Monachus","monachus","Mediterranean Monk Seal",319.47,46,1.998631075,19800,1514.384,1
"515","Monachus schauinslandi",197758.36,"Mammalia","Carnivora","Phocidae","Monachus","schauinslandi","Hawaiian Monk Seal",344.15,38.37032,1.279644079,17125,1826.205,1
"516","Monodelphis domestica",98.5,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","domestica","Gray Short-tailed Opossum",14.775,51.245,0.144421629,0.095,137.1,9
"517","Monodelphis maraxina",99,"Mammalia","Didelphimorphia","Didelphidae","Monodelphis","maraxina","Marajo Short-tailed Opossum",14.775,51.245,0.144421629,0.095,137.1,9
"518","Monodon monoceros",1087708.81333333,"Mammalia","Cetacea","Monodontidae","Monodon","monoceros","Narwhal",450,608,2.500342231,80000,2191.392,1
"519","Mungos mungo",1331.5,"Mammalia","Carnivora","Herpestidae","Mungos","mungo","Banded Mongoose",60.91,20.88,0.999315537,24.2,343.62244,2.68
"520","Muntiacus muntjak",19870.53,"Mammalia","Artiodactyla","Cervidae","Muntiacus","muntjak","Red Muntjac",210,60.936,0.65982204,1310.8,272,1.17
"521","Mus caroli",18.65,"Mammalia","Rodentia","Muridae","Mus","caroli","Ryukyu Mouse",19.6,21.91392,0.082135524,1.25,53.355,5.805
"522","Mus indutus",7.25,"Mammalia","Rodentia","Muridae","Mus","indutus","Desert Pygmy Mouse",20.39212,21,0.085147159,0.97,60,4.24
"523","Mus macedonicus",20.5,"Mammalia","Rodentia","Muridae","Mus","macedonicus","Macedonian Mouse",19.6,21.91392,0.082135524,1.25,53.355,6.07
"524","Mus mahomet",41.5,"Mammalia","Rodentia","Muridae","Mus","mahomet","Mahomet Mouse",23.53786,20.50042,0.087255305,2.07,72.19886,8.595
"525","Mus minutoides",7.58375,"Mammalia","Rodentia","Muridae","Mus","minutoides","Southern African Pygmy Mouse",20.39212,21,0.085147159,0.97,60,4.18
"526","Mus musculoides",7.585,"Mammalia","Rodentia","Muridae","Mus","musculoides","Subsaharan Pygmy Mouse",20.55106,21.00042,0.085147159,0.97,60,4.18
"527","Mus musculus",19.75,"Mammalia","Rodentia","Muridae","Mus","musculus","House Mouse",19.6,21.91392,0.082135524,1.25,53.355,6.07
"528","Mus neavei",7.585,"Mammalia","Rodentia","Muridae","Mus","neavei","Neave's Mouse",20.39212,21,0.085147159,0.97,60,4.18
"529","Mus orangiae",7.585,"Mammalia","Rodentia","Muridae","Mus","orangiae","Orange Mouse",20.39212,21,0.085147159,0.97,60,4.18
"530","Mus spicilegus",19.9,"Mammalia","Rodentia","Muridae","Mus","spicilegus","Mound-building Mouse",19.6,21.91392,0.082135524,1.25,64.71,6.07
"531","Mus spretus",20.85,"Mammalia","Rodentia","Muridae","Mus","spretus","Western Mediterranean Mouse",19.6,21.70696,0.082135524,1.25,42,5.805
"532","Mus vulcani",60.315,"Mammalia","Rodentia","Muridae","Mus","vulcani","Javan Shrew-like Mouse",21.77914,25.87004,0.202600958,2.525,90.79444,3.665
"533","Muscardinus avellanarius",26.69125,"Mammalia","Rodentia","Gliridae","Muscardinus","avellanarius","Hazel Dormouse",24.04444,38.65372,0.136892539,0.8,346.11,4.3
"534","Mustela erminea",118.42877805,"Mammalia","Carnivora","Mustelidae","Mustela","erminea","Ermine",43.26174,45.34964,0.999315537,2.3,94.98016,6.755
"535","Mustela eversmanii",1225.18333333333,"Mammalia","Carnivora","Mustelidae","Mustela","eversmanii","Steppe Polecat",38.3316,50.91406,0.845311431,9.26,312,7.82
"536","Mustela frenata",174.72875,"Mammalia","Carnivora","Mustelidae","Mustela","frenata","Long-tailed Weasel",24.95752,37,0.999315537,3.1,162.22388,6.22
"537","Mustela lutreola",557.146666666667,"Mammalia","Carnivora","Mustelidae","Mustela","lutreola","European Mink",43.74,57.21968,0.999315537,7.6,323,4.5
"538","Mustela nigripes",983.033333333333,"Mammalia","Carnivora","Mustelidae","Mustela","nigripes","Black-footed Ferret",43,59.66,0.999315537,7.39,365.232,3.395
"539","Mustela nivalis",58.4125,"Mammalia","Carnivora","Mustelidae","Mustela","nivalis","Least Weasel",36.49,40.65302,0.648528405,2.6,120,5.085
"540","Mustela putorius",1033.70625875,"Mammalia","Carnivora","Mustelidae","Mustela","putorius","European Polecat",41.49,54.39,0.537303217,9.5,310.25,7.68
"541","Mustela subpalmata",49.75,"Mammalia","Carnivora","Mustelidae","Mustela","subpalmata","Egyptian Weasel",36.49,40.65302,0.648528405,2.6,120,5.085
"542","Myocastor coypus",6042.5,"Mammalia","Rodentia","Myocastoridae","Myocastor","coypus","Coypu",131.86,57.8284,0.35797399,215.35,159.789,5.34
"543","Myodes centralis",21.15,"Mammalia","Rodentia","Cricetidae","Myodes","centralis","Tien Shan Red-backed Vole",21.00084,20.255,0.057494867,1.82,70.6758,4.3
"544","Myodes gapperi",22.2,"Mammalia","Rodentia","Cricetidae","Myodes","gapperi","Southern Red-backed Vole",17.97862,23.8049,0.046543463,1.55,108.067,5.205
"545","Myodes glareolus",20.975,"Mammalia","Rodentia","Cricetidae","Myodes","glareolus","Bank Vole",20,20,0.058521561,1.82,47,4.295
"546","Myodes smithii",27.5,"Mammalia","Rodentia","Cricetidae","Myodes","smithii","Smith's Red-backed Vole",19,27.34,0.060232717,2.13,81.39254,4.115
"547","Myopus schisticolor",25.7,"Mammalia","Rodentia","Cricetidae","Myopus","schisticolor","Wood Lemming",22.67478,20.12606,0.06844627,3.2,28.96826,4.94
"548","Myotis blythii",23.8525,"Mammalia","Chiroptera","Vespertilionidae","Myotis","blythii","Lesser Mouse-eared Myotis",69,41.995,0.999315537,5.95,420.91,1
"549","Myotis capaccinii",23.82,"Mammalia","Chiroptera","Vespertilionidae","Myotis","capaccinii","Long-fingered Myotis",65,41.995,0.999315537,5.95,410.255,1
"550","Myotis chinensis",28.55,"Mammalia","Chiroptera","Vespertilionidae","Myotis","chinensis","Large Myotis",69,41.995,0.999315537,5.95,450.8,1.25
"551","Myotis dominicensis",4.2,"Mammalia","Chiroptera","Vespertilionidae","Myotis","dominicensis","Dominican Myotis",75.66,35,1,1,98,1
"552","Myotis fimbriatus",23.41,"Mammalia","Chiroptera","Vespertilionidae","Myotis","fimbriatus","Fringed Long-footed Myotis",65,41.995,0.999315537,5.9,410.255,1
"553","Myotis fortidens",6.5,"Mammalia","Chiroptera","Vespertilionidae","Myotis","fortidens","Cinnamon Myotis",57.395,25.5,0.999315537,2.07,245.3,1
"554","Myotis longipes",23.41,"Mammalia","Chiroptera","Vespertilionidae","Myotis","longipes","Kashmir Cave Myotis",65,41.995,0.999315537,5.95,410.255,1
"555","Myotis lucifugus",7.7375,"Mammalia","Chiroptera","Vespertilionidae","Myotis","lucifugus","Little Brown Myotis",57.395,25.5,0.999315537,2.07,245.3,1
"556","Myotis macrodactylus",23.41,"Mammalia","Chiroptera","Vespertilionidae","Myotis","macrodactylus","Big-footed Myotis",65,41.995,0.999315537,5.9,410.255,1
"557","Myotis myotis",26.405,"Mammalia","Chiroptera","Vespertilionidae","Myotis","myotis","Mouse-eared Myotis",69,41.995,0.999315537,5.95,450.8,1.25
"558","Myotis nigricans",4,"Mammalia","Chiroptera","Vespertilionidae","Myotis","nigricans","Black Myotis",75.66,35,1,1,98,1
"559","Myotis occultus",7.8,"Mammalia","Chiroptera","Vespertilionidae","Myotis","occultus","Arizona Myotis",57.395,25.5,0.999315537,2.07,245.3,1
"560","Myotis oxygnathus",23.82,"Mammalia","Chiroptera","Vespertilionidae","Myotis","oxygnathus","Monticelli's Myotis",69,41.995,0.999315537,5.95,420.91,1
"561","Myotis punicus",24.705,"Mammalia","Chiroptera","Vespertilionidae","Myotis","punicus","Maghrebian Myotis",69,41.995,0.999315537,5.95,420.91,1
"562","Myotis velifer",10.24875,"Mammalia","Chiroptera","Vespertilionidae","Myotis","velifer","Cave Myotis",64.385,43,0.999315537,3.145,392.955,0.995
"563","Myotomys sloggetti",113.2975,"Mammalia","Rodentia","Muridae","Myotomys","sloggetti","Rock Karroo Rat",38.32686,17.1308,0.134154689,11.4,89.8545,1.44
"564","Mystromys albicaudatus",99.9,"Mammalia","Rodentia","Nesomyidae","Mystromys","albicaudatus","African White-tailed Rat",38,32,0.098562628,6.5,109,3
"565","Naemorhedus baileyi",28846.49,"Mammalia","Artiodactyla","Bovidae","Naemorhedus","baileyi","Red Goral",213.955,59.27,0.999315537,2000,949.6032,1
"566","Naemorhedus caudatus",27333.335,"Mammalia","Artiodactyla","Bovidae","Naemorhedus","caudatus","Long-tailed Goral",215,59.27,0.999315537,2000,949.6032,1
"567","Naemorhedus goral",30765.5033333333,"Mammalia","Artiodactyla","Bovidae","Naemorhedus","goral","Himalayan Goral",215,59.27,0.999315537,2000,949.6032,1
"568","Naemorhedus griseus",27666.67,"Mammalia","Artiodactyla","Bovidae","Naemorhedus","griseus","Chinese Goral",215,59.27,0.999315537,2000,949.6032,1
"569","Nandinia binotata",2559.3,"Mammalia","Carnivora","Nandiniidae","Nandinia","binotata","African Palm Civet",64.82868,64,0.498973306,55.5,1095,2
"570","Nasalis larvatus",14225.525,"Mammalia","Primates","Cercopithecidae","Nasalis","larvatus","Proboscis Monkey",167.15554,212.63,1.488706366,452,1643.544,1.01
"571","Nasua narica",3942.5,"Mammalia","Carnivora","Procyonidae","Nasua","narica","White-nosed Coati",77.91616,127,0.999315537,140,712,4.17
"572","Nasua nasua",4215,"Mammalia","Carnivora","Procyonidae","Nasua","nasua","South American Coati",74.03,86,0.999315537,142.455,785.91,3.81
"573","Neomys fodiens",14.4875,"Mammalia","Soricomorpha","Soricidae","Neomys","fodiens","Eurasian Water Shrew",21.38,35.34,0.177960301,0.78,159.789,5.51
"574","Neomys teres",15.13,"Mammalia","Soricomorpha","Soricidae","Neomys","teres","Transcaucasian Water Shrew",22.21828,32,0.177960301,0.71,159.789,5.53
"575","Neophoca cinerea",189758.33,"Mammalia","Carnivora","Otariidae","Neophoca","cinerea","Australian Sealion",311.7815,558.87,1.478138261,7075,1095.696,1
"576","Neophocaena phocaenoides",32083.3333333333,"Mammalia","Cetacea","Phocoenidae","Neophocaena","phocaenoides","Finless Porpoise",319.578,319.578,1.998631075,7000,2140.02006,1
"577","Neotoma albigula",193.775,"Mammalia","Rodentia","Cricetidae","Neotoma","albigula","White-throated Woodrat",36.21884,33.5,0.134154689,11.35,94.14,2.14
"578","Neotoma anthonyi",119.365,"Mammalia","Rodentia","Cricetidae","Neotoma","anthonyi","Anthony's Woodrat",33,31,0.164271047,8.96,94.59,2.92
"579","Neotoma bryanti",119.365,"Mammalia","Rodentia","Cricetidae","Neotoma","bryanti","Bryant's Woodrat",33,31,0.164271047,8.96,94.59,2.92
"580","Neotoma bunkeri",119.365,"Mammalia","Rodentia","Cricetidae","Neotoma","bunkeri","Coronados Island Woodrat",33,31,0.164271047,8.96,94.59,2.92
"581","Neotoma cinerea",271.13,"Mammalia","Rodentia","Cricetidae","Neotoma","cinerea","Bushy-tailed Woodrat",29.75864,26.8712,0.082135524,13.95,438.87662,3.565
"582","Neotoma devia",113.4,"Mammalia","Rodentia","Cricetidae","Neotoma","devia","Arizona Woodrat",33.2398,29.9571,0.164271047,9.16,85.34,2.81
"583","Neotoma floridana",255.726666666667,"Mammalia","Rodentia","Cricetidae","Neotoma","floridana","Eastern Woodrat",35.52942,31.35928,0.180698152,12.39,119.17678,2.625
"584","Neotoma goldmani",198,"Mammalia","Rodentia","Cricetidae","Neotoma","goldmani","Goldman's Woodrat",36.21884,33.5,0.134154689,11.35,94.14,2.07
"585","Neotoma lepida",174.475,"Mammalia","Rodentia","Cricetidae","Neotoma","lepida","Desert Woodrat",33,31,0.164271047,8.96,94.59,2.92
"586","Neotoma leucodon",190.5,"Mammalia","Rodentia","Cricetidae","Neotoma","leucodon","White-toothed Woodrat",36.21884,33.5,0.134154689,11.35,94.14,2.14
"587","Neotoma magister",208.59,"Mammalia","Rodentia","Cricetidae","Neotoma","magister","Allegheny Woodrat",34.84,29.21856,0.180698152,13.43,119.17678,2.15
"588","Neotoma martinensis",119.365,"Mammalia","Rodentia","Cricetidae","Neotoma","martinensis","San Martin Woodrat",33,31,0.164271047,8.96,94.59,2.92
"589","Neotoma micropus",215.045,"Mammalia","Rodentia","Cricetidae","Neotoma","micropus","Southern Plains Woodrat",34.69704,29.83,0.134154689,11.5,136.35328,2.15
"590","Neotoma nelsoni",198,"Mammalia","Rodentia","Cricetidae","Neotoma","nelsoni","Nelson's Woodrat",36.21884,33.5,0.134154689,11.35,94.14,2.14
"591","Neotoma palatina",198,"Mammalia","Rodentia","Cricetidae","Neotoma","palatina","Bolanos Woodrat",36.21884,33.5,0.134154689,11.35,94.14,2.14
"592","Neotoma stephensi",133.665,"Mammalia","Rodentia","Cricetidae","Neotoma","stephensi","Stephen's Woodrat",32.99,33.24,0.164271047,9.36,128.13556,2.7
"593","Neovison vison",852.9375,"Mammalia","Carnivora","Mustelidae","Neovison","vison","American Mink",36.220625,49,0.999315537,8.64,297.72262,4.76
"594","Ningaui ridei",8.854814797,"Mammalia","Dasyuromorphia","Dasyuridae","Ningaui","ridei","Wongai Ningaui",14,80.37,0.999315537,0.005,328.8,5.99
"595","Notomys alexis",33.9925,"Mammalia","Rodentia","Muridae","Notomys","alexis","Spinifex Hopping Mouse",35,30,0.090006845,2.83,76.09,3.9
"596","Nyctalus furvus",19.375,"Mammalia","Chiroptera","Vespertilionidae","Nyctalus","furvus","Japanese Noctule",66.12,44.75,0.999315537,5.47,414.825,1.165
"597","Nyctalus noctula",25.0416666666667,"Mammalia","Chiroptera","Vespertilionidae","Nyctalus","noctula","Noctule",66.12,44.75,0.999315537,5.47,414.825,1.165
"598","Nyctalus plancyi",19.375,"Mammalia","Chiroptera","Vespertilionidae","Nyctalus","plancyi","Chinese Noctule",66.12,44.75,0.999315537,5.47,414.825,1.165
"599","Nyctereutes procyonoides",5524.25,"Mammalia","Carnivora","Canidae","Nyctereutes","procyonoides","Raccoon dog",61.84,48.345,0.999315537,87.42,326.63,6.3
"600","Nycticebus bengalensis",959.75,"Mammalia","Primates","Lorisidae","Nycticebus","bengalensis","Bengal Slow Loris",189.545,177.06876,1.173169062,49.94,619.41,1.035
"601","Nycticebus coucang",965.725,"Mammalia","Primates","Lorisidae","Nycticebus","coucang","Bengal Slow Loris",189.545,177.06876,1.173169062,49.94,619.41,1.035
"602","Nycticebus pygmaeus",581.841666666667,"Mammalia","Primates","Lorisidae","Nycticebus","pygmaeus","Pygmy Slow Loris",188,177,1.226557153,48.2,578,1.12
"603","Ochotona princeps",131.091666666667,"Mammalia","Lagomorpha","Ochotonidae","Ochotona","princeps","American Pika",30.436,26.45,0.082696783,9,347.57912,3
"604","Odobenus rosmarus",957166.041666667,"Mammalia","Carnivora","Odobenidae","Odobenus","rosmarus","Walrus",353.702,669.99066,2.248459959,61195.45,2005.875,1.18
"605","Odocoileus hemionus",56588.88889,"Mammalia","Artiodactyla","Cervidae","Odocoileus","hemionus","Mule Deer",207,74.48564,0.999315537,2952.67,478,1.615
"606","Odocoileus virginianus",63986.25,"Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","White-tailed Deer",201.39,129,0.832525667,3000,309,1.71
"607","Ommatophoca rossii",197959.395,"Mammalia","Carnivora","Phocidae","Ommatophoca","rossii","Ross Seal",334.84,28,0.999315537,18633.335,1461,0.98
"608","Ondatra zibethicus",1038.57625,"Mammalia","Rodentia","Cricetidae","Ondatra","zibethicus","Common Muskrat",27.77838,26.70312,0.082135524,21.955,174.53628,6.415
"609","Onychomys arenicola",24.96,"Mammalia","Rodentia","Cricetidae","Onychomys","arenicola","Chihuahuan Grasshopper Mouse",30.5,21.91042,0.084188912,2.465,81.9578,3.665
"610","Onychomys leucogaster",32.6666666666667,"Mammalia","Rodentia","Cricetidae","Onychomys","leucogaster","Northern Grasshopper Mouse",31.63,23,0.086926762,2.6,107.71,3.84
"611","Onychomys torridus",21.275,"Mammalia","Rodentia","Cricetidae","Onychomys","torridus","Southern Grasshopper Mouse",30.5,21.91042,0.084188912,2.465,81.9578,3.665
"612","Orcinus orca",4157593.75,"Mammalia","Cetacea","Delphinidae","Orcinus","orca","Killer Whale",454.72102,443.38,3.998631075,159333.33,4206.86392,1
"613","Oreamnos americanus",69025.675,"Mammalia","Artiodactyla","Bovidae","Oreamnos","americanus","Mountain Goat",182.62,103.43,0.999315537,3188.335,912.38782,1.32
"614","Oreotragus oreotragus",12666.6666666667,"Mammalia","Artiodactyla","Bovidae","Oreotragus","oreotragus","Klipspringer",206.66044,136.962,0.999315537,1130,365.232,1
"615","Orycteropus afer",55093.8,"Mammalia","Tubulidentata","Orycteropodidae","Orycteropus","afer","Aardvark",222.05,102.56932,0.999315537,1800,755.15,1.03
"616","Oryctolagus cuniculus",1868.40357142857,"Mammalia","Lagomorpha","Leporidae","Oryctolagus","cuniculus","European Rabbit",30.5959375,26.15,0.079397673,39.61,185.61,5.24
"617","Oryx beisa",132875,"Mammalia","Artiodactyla","Bovidae","Oryx","beisa","Beisa",168,60,0.607200548,3850,612.67668,1
"618","Oryx dammah",177500,"Mammalia","Artiodactyla","Bovidae","Oryx","dammah","Scimitar-horned Oryx",247,60,0.607200548,10316.835,639,1
"619","Oryx gazella",125833.333333333,"Mammalia","Artiodactyla","Bovidae","Oryx","gazella","Gemsbok",168,60,0.607200548,3850,612.67668,1
"620","Oryx leucoryx",118652.175225,"Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","Arabian Oryx",243,62.41434,0.607200548,3850,730.77436,1
"621","Oryzomys emmonsae",22.65,"Mammalia","Rodentia","Cricetidae","Oryzomys","emmonsae","Emmons' Oryzomys",25.26188,22.33,0.072005476,1.89,70.91588,4.345
"622","Otaria flavescens",202890.176666667,"Mammalia","Carnivora","Otariidae","Otaria","flavescens","South American Sealion",357.335,364.625,0.999315537,12763.33,1461,1
"623","Otocyon megalotis",4150,"Mammalia","Carnivora","Canidae","Otocyon","megalotis","Bat-eared Fox",68,62.69816,0.498973306,120.88,365.232,4
"624","Otolemur crassicaudatus",1054.6117185,"Mammalia","Primates","Galagidae","Otolemur","crassicaudatus","Brown Greater Galago",131.04,137.87508,0.66255989,46.57,609.86,1.5
"625","Otolemur garnettii",998.875923325,"Mammalia","Primates","Galagidae","Otolemur","garnettii","Northern Greater Galago",128.74428,91.55374,0.607802875,14.05,344.83988,1.26
"626","Otolemur monteiri",1094.5,"Mammalia","Primates","Galagidae","Otolemur","monteiri","Silvery Greater Galago",131.04,137.87508,0.66255989,46.57,609.86,1.535
"627","Ourebia ourebi",17062.03,"Mammalia","Artiodactyla","Bovidae","Ourebia","ourebi","Oribi",210.5,136.962,0.503080082,2235,372.09,1
"628","Ovibos moschatus",298500,"Mammalia","Artiodactyla","Bovidae","Ovibos","moschatus","Muskox",258,213,1.581793292,11077.4,1136.17588,1.01
"629","Ovis ammon",156666.666666667,"Mammalia","Artiodactyla","Bovidae","Ovis","ammon","Argali",170,135,0.999315537,3232.64,403,1.2
